EXP_FSQL_LOG_NODEP_20220412190000.1.csv0000666000003300017370003105013614035126776017063 0ustar  mysqlguarddatamartUTC Offset,Access Rule Description,Full Sql,Instance ID,Records Affected,Response Time,Session Id,Succeeded,Timestamp,Returned Data,Analyzed Client IP,Client Host Name,DB User Name,Database Name,Network Protocol,OS User,Server Host Name,Server IP,Server Port,Server Type,Service Name,Client Port,Source Program,Session Start,Objects and Verbs,Uid Chain,Uid Chain Compressed,Original SQL,App User Name
-5,Policy Rule 1,Select * from SSN,5.84817E+17,11,3000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,10000,400000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,1100000,20000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,10,3000,5.84817E+17,0,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,11,400000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,10000,20000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,1100000,3000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,10,400000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,11,20000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,10000,3000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,1100000,400000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,10,20000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,11,3000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,10000,400000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,1100000,20000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,10,3000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,11,400000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,10000,20000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,1100000,3000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,10,400000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,11,20000,5.84817E+17,0,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,10000,3000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,1100000,400000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,10,20000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,11,3000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,10000,400000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,1100000,20000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,10,3000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,11,400000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,10000,20000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,1100000,3000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,10,400000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,11,20000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,10000,3000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,1100000,400000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,10,20000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,11,3000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,10000,400000,5.84817E+17,0,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,1100000,20000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,10,3000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,11,400000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,10000,20000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,1100000,3000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,10,400000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,11,20000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,10000,3000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,1100000,400000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,10,20000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,11,3000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,10000,400000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,1100000,20000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
-5,Policy Rule 1,Select * from SSN,5.84817E+17,10,3000,5.84817E+17,1,2022-04-12T14:30:00Z,N/A,172.22.87.40,LAPTOP_1,DBUSER_1,DB_1,TCP,OSU_1,SERVER_11,1.1.1.1,1433,MS SQL SERVER,MS SQL SERVER,51845,MICROSOFT SQL SERVER MANAGEMENT STUDIO,2022-04-12T14:30:00Z, SSN SELECT,,,Select * from SSN,
